"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1.94289248250179e-10,7.86951472182949e-10,1.80770017912108e-09,3.30716199351559e-09,5.35854619367931e-09,8.06000803867862e-09,1.15377300715506e-08,1.59497499072812e-08,2.14905653435563e-08,2.83965474773982e-08,3.69521893618866e-08,4.74972110741245e-08,6.04345313696646e-08,7.62391008697003e-08,9.54675715068201e-08,1.18768751354346e-07,1.46894762698081e-07,1.80712784134533e-07,2.21217214637054e-07,2.69542049189793e-07,3.26973202290263e-07,3.94960458220916e-07,4.75128666697056e-07,5.69287740902336e-07,6.79440954013126e-07,8.07790972479195e-07,9.56743012345588e-07,1.12890446189056e-06,1.3270802832212e-06,1.55426349080848e-06,1.81362000992894e-06,2.10846724621019e-06,2.44224575231366e-06,2.81848346215474e-06,3.2407520792462e-06,3.71261535518578e-06,4.23756917735794e-06,4.81897360067833e-06,5.45997720433228e-06,6.16343442702477e-06,6.93181682768647e-06,7.7671195256133e-06,8.67076438577983e-06,9.64350182121285e-06,1.0685313373252e-05,1.17953174897607e-05,1.297168113788e-05,1.42115400487375e-05,1.55109304841758e-05,1.68647354287504e-05,1.82666480344524e-05,1.97091549736926e-05,2.11835420839011e-05,2.26799243139346e-05,2.41873015115176e-05,2.569364102944e-05,2.71859874876603e-05,2.86505993243766e-05,3.00731110208887e-05,3.14387191153195e-05,3.27323893542167e-05,3.39390815956656e-05,3.50439884004116e-05,3.6032782655798e-05,3.68918690965644e-05,3.76086342394124e-05,3.81716890533807e-05,3.85710986591549e-05,3.87985934952436e-05,3.88477567087909e-05,3.87141830181048e-05,3.83956049403494e-05,3.78919830622138e-05,3.72055579286863e-05,3.63408621051648e-05,3.53046919969203e-05,3.41060400507949e-05,3.27559889793737e-05,3.12675706008446e-05,2.96555927438354e-05,2.79364383951058e-05,2.6127841843881e-05,2.42486469811903e-05,2.23185531346361e-05,2.03578538553659e-05,1.83871739295988e-05,1.64272095747228e-05,1.44984763198199e-05,1.26210684888642e-05,1.08144335330536e-05,9.0971637314232e-06,7.48680703232662e-06,5.99969807857731e-06,4.65080978006409e-06,3.45362519974334e-06,2.42002902710746e-06,1.56021754606504e-06,8.82625772805932e-07,3.93870346939909e-07,9.87068013027473e-08
7.8263915953728e-10,3.17001212009292e-09,7.28181501980249e-09,1.33219893620154e-08,2.15854477896199e-08,3.24675948317327e-08,4.64767400774272e-08,6.42495186495999e-08,8.65694432430412e-08,1.14388711373015e-07,1.48853378801376e-07,1.9133198327089e-07,2.43447659594879e-07,3.0711372580354e-07,3.84572638592416e-07,4.78438113186079e-07,5.91740076771833e-07,7.27971975296922e-07,8.91139780821584e-07,1.08581185186213e-06,1.3171685844234e-06,1.59105056015765e-06,1.91400365516519e-06,2.29331932477591e-06,2.73706803423248e-06,3.25412357216516e-06,3.85417577428506e-06,4.5477290114029e-06,5.34608367241965e-06,6.26129781382613e-06,7.3061261672825e-06,8.49393381053539e-06,9.83858202780629e-06,1.13542842256437e-05,1.3055430238289e-05,1.49563779586317e-05,1.70712119682939e-05,1.94134697096435e-05,2.19958367341519e-05,2.48298136596763e-05,2.7925358651482e-05,3.12905104788911e-05,3.49309984555885e-05,3.88498468051465e-05,4.30469821575595e-05,4.75188539271357e-05,5.22580781946021e-05,5.72531163643239e-05,6.24880002409437e-05,6.79421152229824e-05,7.3590053005627e-05,7.94015444923719e-05,8.53414825185669e-05,9.13700424864936e-05,9.74429071140429e-05,0.000103511599236726,0.000109523924021788,0.000115424519116347,0.000121155508236665,0.000126657250604187,0.000131869175547414,0.000136730688625643,0.000141182132902286,0.000145165786611423,0.000148626876524192,0.000151514584922914,0.000153783027305761,0.000155392177828298,0.000156308720071768,0.000156506802016768,0.00015596867607258,0.000154685207616904,0.000152656238661202,0.000149890796872448,0.000146407144131201,0.000142232662951181,0.000137403583279428,0.000131964556287208,0.000125968085601508,0.000119473829876188,0.000112547793537317,0.00010526142485748,9.7690642143724e-05,8.99148097182088e-05,8.20156855167595e-05,7.40763615482371e-05,6.6180217198776e-05,5.84099035104827e-05,5.08463742203529e-05,4.35679766380444e-05,3.66496125103416e-05,3.01619760117859e-05,2.41708730602804e-05,1.8736623420562e-05,1.39135446492804e-05,9.74951495385734e-06,6.28561055803128e-06,3.55581223496966e-06,1.58677529726682e-06,3.97657503135221e-07
1.78156177983234e-09,7.21606617024659e-09,1.65759975461896e-08,3.03256228724491e-08,4.91363038808851e-08,7.39081724722144e-08,1.05798391287079e-07,1.46256261069419e-07,1.97065457848359e-07,2.60393681581949e-07,3.3884996906324e-07,4.355498628146e-07,5.54188529630345e-07,6.99121782781927e-07,8.75454776465149e-07,1.08913790627715e-06,1.34706916274355e-06,1.65720184485624e-06,2.02865614759971e-06,2.47183269400047e-06,2.99852559329284e-06,3.62203208020464e-06,4.35725523721121e-06,5.22079573646603e-06,6.2310279792338e-06,7.40815547995186e-06,8.7742398649855e-06,1.03531974613576e-05,1.2170757169455e-05,1.42543731789471e-05,1.66330861325782e-05,1.93373266011675e-05,2.2398655235887e-05,2.58494347375643e-05,2.97224298483595e-05,3.4050332941844e-05,3.88652144666246e-05,4.41978994779229e-05,5.00772737494461e-05,5.65295254584955e-05,6.35773311293743e-05,7.12389973371884e-05,7.95275725346838e-05,8.84499461738795e-05,9.80059549456137e-05,0.000108187518339042,0.000118977827710281,0.000130350614525477,0.000142269524294236,0.000154687622830962,0.000167547060786741,0.000180778920817652,0.000194303269258463,0.000208029430747277,0.000221856499925788,0.000235674099188045,0.000249363385573302,0.000262798303438341,0.000275847072679244,0.000288373895209653,0.00030024085537366,0.000311309983223758,0.000321445443381157,0.000330515806766625,0.00033839635807878,0.000344971388711663,0.000350136423015636,0.000353800325540637,0.000355887238229942,0.000356338299467792,0.00035511310137462,0.000352190847675034,0.000347571181661476,0.000341274662010505,0.000333342873202257,0.000323838166733828,0.000312843038868094,0.000300459159976036,0.000286806079274503,0.000272019636615716,0.000256250119669219,0.000239660210120001,0.000222422766217242,0.000204718491043815,0.000186733536208132,0.00016865708933249,0.000150678990843861,0.000132987421348404,0.000115766695532015,9.91951923629605e-05,8.34434446971978e-05,6.86724045350551e-05,5.50318934804521e-05,4.26592417228635e-05,3.16781133756829e-05,2.21975114921562e-05,1.43109527117341e-05,8.09579936793802e-06,3.61273604368052e-06,9.05377948372856e-07
3.21879344580163e-09,1.30374634165345e-08,2.99483491087878e-08,5.4790314527845e-08,8.87764182617828e-08,1.33533082066397e-07,1.9115115951304e-07,2.64249377708739e-07,3.56050663832687e-07,4.70471865793207e-07,6.12227324247109e-07,7.86946642914393e-07,1.00130682696201e-06,1.2631787069252e-06,1.58178723057412e-06,1.9678847808638e-06,2.43393615989064e-06,2.99431326423131e-06,3.66549676682365e-06,4.46628131910688e-06,5.41797990343087e-06,6.54462201395452e-06,7.87313934440358e-06,9.43353163949577e-06,1.12590043565345e-05,1.33860688242441e-05,1.58545947233807e-05,1.87078039997655e-05,2.1992194811598e-05,2.57573838688859e-05,3.0055855604464e-05,3.49426070831133e-05,4.04746784634759e-05,4.67105602253684e-05,5.37094703006995e-05,6.15304967232783e-05,7.0231604447469e-05,7.98685085629469e-05,9.04934202139226e-05,0.00010215367605112,0.000114890266911014,0.000128736286509027,0.000143715326104405,0.000159839846172693,0.000177109560914949,0.000195509875733697,0.000215010421398484,0.000235563731292954,0.000257104109674002,0.000279546739094273,0.000302787073884065,0.000326700563739231,0.000351142746948892,0.00037594974660897,0.000400939195357268,0.000425911604853422,0.000450652185602852,0.00047493311104591,0.000498516207422693,0.000521156038156205,0.000542603338790145,0.000562608746319402,0.000580926755519681,0.000597319825068084,0.000611562548272261,0.000623445797468066,0.000632780747914147,0.000639402686533304,0.000643174513253833,0.00064398984801098,0.000641775664586993,0.000636494383191782,0.000628145366698889,0.000616765780337509,0.000602430790900216,0.000585253098592146,0.000565381811913066,0.000543000692805645,0.000518325815109423,0.000491602693557759,0.000463102952637213,0.000433120614177268,0.00040196808924385,0.000369971963587249,0.000337468666490972,0.000304800110464918,0.000272309384037538,0.000240336572260887,0.000209214769887308,0.000179266341026107,0.000150799467017994,0.000124105011876012,9.94537225323142e-05,7.7093769864831e-05,5.72486265590463e-05,4.01152697028667e-05,2.58626899245224e-05,1.46306850496189e-05,6.5289147281643e-06,1.63619318769319e-06
5.13361135595031e-09,2.07933016696651e-08,4.77643660694868e-08,8.73848204541823e-08,1.41589541463227e-07,2.12972750201028e-07,3.04869480188579e-07,4.2145678460091e-07,5.6787549975739e-07,7.50373378058264e-07,9.76470320626377e-07,1.25514626405543e-06,1.59705199315517e-06,2.01474274917885e-06,2.52293396857156e-06,3.13877781048483e-06,3.8821583045963e-06,4.77600197033409e-06,5.84659962547813e-06,7.12393382337233e-06,8.64200494791518e-06,1.04391474767186e-05,1.25583263272701e-05,1.50474015706317e-05,1.79593481847541e-05,2.1352415988099e-05,2.52902135173566e-05,2.98416984732239e-05,3.50810565455515e-05,4.10874500388986e-05,4.79446178488514e-05,5.57403090837161e-05,6.45655340743922e-05,7.45136187449152e-05,8.56790513879767e-05,9.81561148416982e-05,0.000112037301905824,0.000127411517543538,0.000144362077927361,0.00016296452360036,0.000183284271789671,0.000205374141035983,0.000229271789555469,0.000254997116855666,0.000282549685777361,0.000311906228999599,0.00034301830978038,0.000375810210966901,0.000410177128766573,0.000445983748124147,0.000483063274548863,0.000521216992689696,0.000560214414756141,0.000599794072007928,0.00063966499007315,0.000679508873992887,0.000718983011934969,0.000757723887882038,0.000795351473791798,0.000831474151349927,0.000865694193156473,0.000897613713718023,0.000926840982691842,0.000952996977163908,0.000975722037015975,0.000994682478247729,0.00100957701396331,0.00102014283196859,0.00102616118176275,0.00102746233217945,0.00102392977389148,0.00101550355811037,0.00100218268358238,0.000984026467743336,0.000961154863845569,0.000933747713109694,0.000902042948510802,0.000866333793688736,0.000826965025698116,0.000784328392971875,0.00073885729915255,0.000691020878681159,0.000641317600730786,0.000590268543935022,0.000538410485305904,0.000486288942893541,0.000434451303450754,0.000383440154163825,0.000333786922093197,0.000286005907164885,0.000240588775282267,0.00019799955834955,0.00015867018866736,0.000122996577178588,9.13352292107937e-05,6.40003783427397e-05,4.12616093080112e-05,2.33419347333963e-05,1.04162880803774e-05,2.61039629020442e-06
7.57726105804481e-09,3.06911585350006e-08,7.05009189074467e-08,1.28981683273256e-07,2.08989675697696e-07,3.14354454978236e-07,4.49999196094934e-07,6.22090116989208e-07,8.38216257923435e-07,1.10760081531211e-06,1.44134510967799e-06,1.85270600794776e-06,2.35740720338002e-06,2.97398416245319e-06,3.72416175908108e-06,4.63326261734011e-06,5.73064296328952e-06,7.05015133878792e-06,8.63060385697457e-06,1.05162677907188e-05,1.2757343202917e-05,1.54104300844064e-05,1.85389661086065e-05,2.22136177038478e-05,2.65126047623506e-05,3.1521937042345e-05,3.73355382852832e-05,4.40552323854924e-05,5.1790564748012e-05,6.06584313924074e-05,7.07824885496585e-05,8.229231659666e-05,9.53223143099613e-05,0.000110010302711728,0.00012649582231618,0.000144918113420201,0.000165413776231917,0.000188114116060853,0.000213142188411288,0.000240609569473748,0.000270612888980077,0.000303230174391835,0.000338517067582929,0.000376502987150843,0.000417187320793557,0.000460535742332229,0.000506476756434463,0.000554898580390637,0.00060564647592886,0.000658520644580499,0.000713274797154993,0.000769615501170722,0.00082720239945475,0.000885649378540783,0.000944526747084932,0.00100336446256692,0.00106165641949855,0.00111886578482999,0.00117443133698478,0.00122777473485196,0.00127830861310555,0.00132544537146106,0.00136860649899748,0.0014072322515325,0.00144079148123844,0.00146879140411225,0.00149078708329615,0.00150639040512057,0.00151527833041153,0.0015172002161228,0.00151198402149984,0.00149954123827311,0.00147987041506518,0.00145305918130048,0.00141928471424629,0.00137881263305528,0.00133199434439037,0.00127926290392124,0.001221127495246,0.00115816666125988,0.00109102045147032,0.00102038167125769,0.000946986434875034,0.000871604232631088,0.000795027724084642,0.000718062463389301,0.000641516750669772,0.000566191785271533,0.000492872273937376,0.00042231762065227,0.00035525379641854,0.000292365957996254,0.000234291856079793,0.000181616046812213,0.000134864897149097,9.45023553522245e-05,6.09264435458447e-05,3.44664202407983e-05,1.53805571519682e-05,3.85447631838479e-06
1.06134789790232e-08,4.29892082124781e-08,9.8751115987037e-08,1.80666133535058e-07,2.92735504334528e-07,4.40324041856737e-07,6.3032866268655e-07,8.71387759584877e-07,1.17413310775494e-06,1.5514859904002e-06,2.01899905872631e-06,2.59524507835079e-06,3.30225313021097e-06,4.16599200207424e-06,5.21689940147989e-06,6.49045422101124e-06,8.02778737649307e-06,9.87632471007319e-06,1.20904531052697e-05,1.47321983145243e-05,1.78719000810864e-05,2.15888669928997e-05,2.59719902026034e-05,3.11202917717287e-05,3.71433800574929e-05,4.41617813880918e-05,5.23071144190446e-05,6.17220711999375e-05,7.25601672944079e-05,8.49852224835912e-05,9.91705338458784e-05,0.000115297704541257,0.000133555094621191,0.000154135864795711,0.000177235590443955,0.000203049431331782,0.000231768852520829,0.000263577903768521,0.000298649078200075,0.000337138785967102,0.000379182494687548,0.000424889605290962,0.000474338148985316,0.000527569407849615,0.000584582577405073,0.000645329603741203,0.000709710339658645,0.000777568173124412,0.000848686286433855,0.000922784705216904,0.000999518292291008,0.00107847583195808,0.00115918033543858,0.00124109067769371,0.00132360465007928,0.00140606348250032,0.00148775785362224,0.00156793536909576,0.00164580944672989,0.001720569505342,0.00179139231201072,0.0018574543021329,0.00191794464955701,0.00197207883162046,0.00201911240755945,0.0020583547097292,0.00208918213639527,0.00211105073328179,0.0021235077590176,0.00212620194717658,0.00211889220445981,0.00210145452003142,0.00207388690405216,0.00203631222267877,0.00198897885055749,0.00193225911826581,0.0018666455892373,0.00179274525637892,0.00171127180083418,0.00162303610226587,0.00152893522995066,0.00142994017551353,0.00132708261026019,0.00122144096217843,0.0011141261096005,0.00100626698052222,0.000898996329366351,0.000793436937664118,0.000690688453156572,0.000591815044906496,0.000497834012063505,0.000409705442931552,0.000328322980927798,0.000254505716762004,0.000188991193367775,0.000132429483154432,8.53782770376548e-05,4.8298912060048e-05,2.15532594082326e-05,5.40139701239123e-06
1.43190893873767e-08,5.79986398250924e-08,1.33229860140803e-07,2.43746259090681e-07,3.94946876712712e-07,5.94070732653153e-07,8.50424283925164e-07,1.17566400577949e-06,1.5841363835569e-06,2.09327759422286e-06,2.72407492609569e-06,3.50159149560232e-06,4.455555032333e-06,5.62101038117234e-06,7.0390338788438e-06,8.75750587293668e-06,1.08319353431316e-05,1.33263278461035e-05,1.63140848402357e-05,1.98789188734409e-05,2.41157651768107e-05,2.91316659615406e-05,3.50465992556961e-05,4.19942195582157e-05,5.01224730769734e-05,5.9594046032362e-05,7.05866006528784e-05,8.32927502954868e-05,9.79197228430241e-05,0.00011468866042991,0.000133833503897906,0.000155599412452515,0.00018024067302703,0.00020801806008253,0.000239195615148354,0.000274036826445612,0.000312800202464131,0.000355734249314861,0.000403071879882751,0.000455024302969962,0.000511774462333791,0.00057347011825124,0.000640216687326291,0.000712069978930663,0.000789028988076264,0.000871028923731719,0.000957934667653119,0.00104953487073647,0.00114553690079288,0.0012455628566592,0.00134914685798028,0.00145573380730444,0.00156467980101213,0.0016752543379955,0.00178664444015724,0.00189796075723787,0.00200824568106044,0.00211648344215255,0.00222161210630098,0.00232253733159248,0.00241814768976297,0.00250733130121532,0.00258899348291721,0.00266207506457113,0.00272557099284741,0.00277854881777031,0.00282016664092887,0.00284969010306209,0.00286650799931798,0.00287014613420397,0.00286027906452039,0.00283673942647679,0.00279952460131998,0.00274880054029441,0.00268490264237324,0.00260833365441361,0.00251975864048746,0.00241999714233415,0.0023100127234394,0.00219090015260792,0.00206387053680019,0.00193023475557881,0.00179138557937855,0.00164877887014851,0.00150391426548134,0.00135831573651325,0.00121351238660485,0.00107101982359054,0.00093232239517052,0.000798856527136006,0.000671995350137466,0.000553034745315817,0.000443180884993079,0.000343539294283313,0.000255105415182167,0.000178756618278782,0.000115245580080685,6.51949268765193e-05,2.9093039324271e-05,7.2909151941586e-06
1.87846503426812e-08,7.60862741936576e-08,1.74779861208886e-07,3.19764008902627e-07,5.18122645538978e-07,7.79353970033656e-07,1.11566896355706e-06,1.54236224979615e-06,2.07825831016e-06,2.74623604891804e-06,3.57383440189938e-06,4.59394104044771e-06,5.84556518939406e-06,7.37469410521695e-06,9.23523080361406e-06,1.1490008146447e-05,1.42118713684725e-05,1.74848175301969e-05,2.14051762281448e-05,2.60828112034986e-05,3.16423173165294e-05,3.82241817801991e-05,4.59858726886242e-05,5.51028118887372e-05,6.57691833192272e-05,7.81985223115463e-05,9.26240262827947e-05,0.000109298523052816,0.000128494030018667,0.000150500835968571,0.000175626037771681,0.00020419146689023,0.000236530945954196,0.00027298682380119,0.000313905748639435,0.000359633653480113,0.00041050994574403,0.000466860913890297,0.000528992387815204,0.000597181716248015,0.000671669152885759,0.000752648772856882,0.000840259071421693,0.000934573426600066,0.00103559063553711,0.00114322575965919,0.00125730153477073,0.00137754061792987,0.00150355895200594,0.0016348605301616,0.00177083383519005,0.00191075021197633,0.00205376440493467,0.00219891745603094,0.00234514211323625,0.00249127084468027,0.00263604649149582,0.00277813552388223,0.00291614379214778,0.00304863458962408,0.00317414876983343,0.0032912265887564,0.00339843087718037,0.00349437109055487,0.00357772773702143,0.00364727665053136,0.00370191255703178,0.00374067137891956,0.0037627507370905,0.00376752814107403,0.00375457640539942,0.00372367589327692,0.00367482326503943,0.00360823649613598,0.00352435602485769,0.00342384199008943,0.00330756762064775,0.00317660893652957,0.00303223101506387,0.00287587115817059,0.00270911936771055,0.00253369659180541,0.00235143124420661,0.00216423452020963,0.00197407503594024,0.00178295330356836,0.00159287652439022,0.00140583413672332,0.00122377449875393,0.00104858302091557,0.00088206199143663,0.000725912265912602,0.000581716920644526,0.000450926903356072,0.000334848656705595,0.000234633642183736,0.00015126965633568,8.55738088548384e-05,3.81870232775998e-05,9.56992530670882e-06
2.41151182859114e-08,9.7677256120271e-08,2.24377822051676e-07,4.10506514281484e-07,6.65159018734338e-07,1.00053103604903e-06,1.4323016648365e-06,1.98010971184609e-06,2.66812679521135e-06,3.52573109345892e-06,4.58828520694078e-06,5.89802077488563e-06,7.5050311655555e-06,9.4683716664788e-06,1.1857264088942e-05,1.47523995170134e-05,1.82473290403304e-05,2.24499276933103e-05,2.74839114858115e-05,3.34903813844437e-05,4.06293614565286e-05,4.90812912262419e-05,5.90484247647818e-05,7.07560813412386e-05,8.44536848457789e-05,0.000100415521959688,0.000118941142533794,0.000140355320237456,0.000165007487679729,0.000193270558332229,0.000225539048158689,0.000262226413330154,0.000303761527198258,0.000350584230179343,0.000403139900657203,0.000461873013623069,0.000527219676586178,0.000599599159196501,0.000679404463732598,0.000766992017634435,0.000862670605908204,0.000966689699592526,0.00107922737544514,0.00120037806029342,0.00133014036964267,0.00146840534258952,0.00161494540221756,0.00176940439083015,0.0019312890410416,0.00209996224548608,0.00227463847852067,0.00245438170189821,0.00263810605244458,0.00282457956320234,0.00301243111069036,0.00320016071078511,0.00338615320568487,0.00356869529641884,0.0037459957818302,0.00391620876872692,0.00407745952211562,0.00422787253248119,0.00436560129240821,0.00448885920085739,0.00459595095330787,0.00468530373259066,0.00475549749090824,0.00480529360996934,0.00483366124434065,0.00483980069318905,0.0048231632068634,0.00478346671568423,0.00472070706648671,0.00463516446475627,0.00452740494282808,0.00439827680332018,0.00424890211714882,0.00408066348242767,0.00389518636966304,0.00369431748560344,0.00348009967905877,0.00325474398382002,0.00302059944415532,0.00278012139583917,0.00253583887989486,0.00229032184782433,0.00204614877768098,0.00180587526243678,0.00157200405901195,0.0013469570020013,0.0011330490948891,0.000932464997941425,0.000747238040518723,0.000579231800523004,0.000430124218877354,0.000301394155461994,0.000194310247121251,0.000109921899603075,4.90522340031447e-05,1.22928138662889e-05
